#Name Ra Dec Flux[V] maj_ax min_ax
NGC4659 191.12245083333332 13.498566944444443 -- 1.217 0.876
NGC4660 191.13325583333332 11.190483055555555 -- 1.33 0.798
NGC4661 191.31223083333333 -40.82423861111111 -- 0.823 0.346
NGC4662 191.10914333333332 37.12121111111111 -- 1.12 0.896
NGC4663 191.19607874999997 -10.197881944444445 -- 0.783 0.595
NGC4664 191.27500541666666 3.0557605555555556 10.5 2.203 1.719
NGC4665 191.27500541666666 3.0557605555555556 10.5 2.203 1.719
NGC4666 191.28615 0.4619111111111111 -- 4.57 1.55
NGC4668 191.38308750000002 0.5339888888888888 -- 0.913 0.438
NGC4669 191.19488666666666 54.87573027777778 -- 1.23 0.369
NGC4670 191.32145833333334 27.12548888888889 12.9 0.707 0.537
NGC4671 191.4484875 -7.06975 -- 0.98 0.823
NGC4672 191.5655204166667 -41.70594638888889 14.25 1.027 0.595
NGC4673 191.39445708333332 27.060833055555555 -- 0.673 0.579
NGC4674 191.51446666666666 -8.655461111111112 -- 1.077 0.388
NGC4675 191.38291666666666 54.737500000000004 -- 0.847 0.271
NGC4676 191.5424166666667 30.731583333333333 -- 2.344 0.446
NGC4677 191.73803625000002 -41.58254 12.67 1.233 0.567
NGC4678 192.4265125 -4.579772222222222 -- 0.557 0.212
NGC4679 191.87607916666667 -39.57091527777778 11.9 1.443 0.606
NGC4680 191.72812083333335 -11.637038888888888 -- 0.927 0.686
NGC4681 191.86999749999998 -43.334876944444446 -- 0.74 0.636
NGC4682 191.81459666666666 -10.063369444444445 -- 1.467 0.763
NGC4683 191.92642625 -41.52824527777778 13.8 1.16 0.603
NGC4684 191.82295708333334 -2.7274058333333335 -- 1.95 0.741
NGC4685 191.7976370833333 19.464340555555555 -- 0.913 0.457
NGC4686 191.66619875 54.53424722222222 -- 1.757 0.527
NGC4687 191.84902 35.35207444444445 -- 0.627 0.501
NGC4688 191.94384166666666 4.336046111111111 -- 0.63 0.277
NGC4689 191.93982 13.762815277777777 -- 2.063 1.609
NGC4690 191.98134458333334 -1.6560569444444444 -- 0.773 0.572
NGC4691 192.05666666666667 -3.3326944444444444 11.08 1.763 1.023
NGC4692 191.980465 27.222345555555552 -- 0.717 0.602
NGC4693 191.78805416666665 71.1761388888889 -- 1.113 0.334
NGC4694 192.06287916666668 10.983625 13.36 1.49 0.715
NGC4695 191.88377625 54.37481944444445 -- 0.64 0.294
NGC4696 192.20530166666668 -41.310917777777775 -- 4.57 2.82
NGC4697 192.1495754166667 -5.800689444444444 -- 6.17 3.98
NGC4698 192.09545083333336 8.4874075 12.27 3.113 2.055
NGC4699 192.25910833333333 -8.664302777777777 -- 2.637 2.109
NGC4700 192.28395 -11.409855555555556 14.32 1.43 0.429
NGC4701 192.29830458333333 3.3887191666666667 -- 0.857 0.668
NGC4702 192.25620833333335 27.178905555555556 -- 0.26 0.14
NGC4703 192.32900333333333 -9.108477222222222 -- 2.057 0.411
NGC4704 192.19344500000003 41.921252499999994 -- 0.633 0.481
NGC4705 192.35396083333333 -5.1958688888888895 -- 1.65 0.528
NGC4706 192.47572333333335 -41.279355 13.5 1.073 0.58
NGC4707 192.09027500000002 51.164947222222224 -- 1.12 1.045
NGC4708 192.42284999999998 -11.093080555555556 -- 0.9 0.504
NGC4709 192.51626541666667 -41.381970555555554 11.32 1.873 1.574
NGC4710 192.412325 15.16548888888889 -- 4.9 1.26
NGC4711 192.1910929166667 35.33274472222222 -- 0.957 0.478
NGC4712 192.39255 25.46992222222222 -- 1.22 0.537
NGC4713 192.49116750000002 5.311370277777778 -- 1.107 0.841
NGC4714 192.58020083333335 -13.324371944444444 -- 1.053 0.695
NGC4715 192.49111875 27.822414444444444 -- 0.77 0.57
NGC4716 192.6379925 -9.451167777777776 -- 1.053 0.59
NGC4717 192.64326833333337 -9.463060833333333 -- 1.19 0.405
NGC4718 192.6360354166667 -5.282026388888889 -- 0.867 0.399
NGC4719 192.53633541666667 33.15915305555556 -- 0.713 0.371
NGC4720 192.67825416666668 -4.155786111111111 -- 0.723 0.362
NGC4721 192.58296125 27.3239875 -- 0.67 0.214
NGC4722 192.88482249999998 -13.329993055555555 -- 1.33 0.532
NGC4723 192.762125 -13.23661111111111 -- -- --
NGC4724 192.7254166666667 -14.330555555555556 -- 0.95 0.54
NGC4725 192.61071500000003 25.50075916666667 12.44 9.77 6.76
NGC4726 192.69190500000002 -14.268530833333335 -- 0.677 0.162
NGC4727 192.73848125 -14.332837777777778 -- 1.323 0.873
NGC4728 192.61694250000002 27.434888333333333 -- 0.497 0.417
NGC4729 192.94288416666666 -41.13224694444445 -- 1.03 1.009
NGC4730 193.00219208333334 -41.14693194444445 -- 0.907 0.852
NGC4731 192.7545625 -6.393050000000001 -- 6.46 2.29
NGC4732 192.52957791666665 52.850141944444445 -- 0.667 0.413
NGC4733 192.778215 10.912079444444444 -- 1.153 1.084
NGC4734 192.8037270833333 4.859018611111111 -- 0.563 0.507
NGC4735 192.75718416666666 28.927973611111113 14.42 0.537 0.333
NGC4736 192.72114041666669 41.12025 8.24 11.48 10.0
NGC4737 192.72056791666665 34.15682972222222 -- 0.59 0.413
NGC4738 192.7870825 28.788020000000003 13.81 1.387 0.25
NGC4739 192.90455541666665 -8.410159444444444 -- 0.937 0.862
NGC4740 192.73848125 -14.332837777777778 -- 1.323 0.873
NGC4741 192.74798208333334 47.67151666666666 -- 0.7 0.476
NGC4742 192.95017333333334 -10.454776666666666 -- 1.327 0.823
NGC4743 193.06666541666667 -41.390500555555555 13.31 1.17 0.515
NGC4744 193.08167916666667 -41.05997222222222 12.34 1.397 0.754
NGC4745 192.85900375 27.421256944444444 -- 0.403 0.371
NGC4746 192.98071249999998 12.083027777777778 -- 1.507 0.362
NGC4747 192.93996666666666 25.775033333333333 -- 1.567 0.439
NGC4748 193.0519375 -13.414795 14.03 0.757 0.545
NGC4749 192.80000416666667 71.63678611111112 -- 1.433 0.315
NGC4750 192.53046375000002 72.87462583333333 -- 1.517 1.365
NGC4751 193.211455 -42.65987138888889 -- 1.987 0.795
NGC4752 192.8710775 13.781810555555557 -- 0.653 0.274
NGC4753 193.09213333333332 -1.1996888888888888 9.95 6.03 2.82
NGC4754 193.07317916666668 11.313661111111111 -- 4.47 2.34
NGC4755 193.415 -60.37111111111111 -- 10.3 10.3
NGC4756 193.21925416666667 -15.413291666666668 -- 1.217 0.852
NGC4757 193.20880125000002 -10.310086666666667 -- 0.893 0.268
NGC4758 193.18439583333335 15.848005555555556 -- 4.1 1.17
NGC4759 193.26941666666664 -9.200583333333332 -- 1.473 1.11
NGC4760 193.28012499999997 -10.4942225 -- 1.357 1.167
NGC4761 193.27373333333333 -9.204049722222221 -- 1.4 1.064
NGC4762 193.2335375 11.2308 -- 9.12 3.02
NGC4763 193.36328541666666 -17.005578888888888 -- 0.923 0.646
NGC4764 193.29083333333332 -9.197222222222223 -- 0.82 0.41
NGC4765 193.31087624999998 4.463186666666667 -- 0.57 0.376
NGC4766 193.28399291666668 -10.378132777777779 -- 0.727 0.203
NGC4767 193.47061291666668 -39.71428305555556 11.53 1.81 1.014
NGC4770 193.38389916666665 -9.541495277777777 -- 1.127 0.608
NGC4771 193.3386375 1.2691722222222221 -- 2.18 0.567
NGC4772 193.371515 2.1683738888888886 11.04 1.697 0.984
NGC4773 193.40008291666666 -8.638675833333332 -- 0.87 0.696
NGC4774 193.27732916666665 36.81981944444445 -- 0.513 0.452
NGC4775 193.44044583333334 -6.622147222222223 -- 0.947 0.871
NGC4776 193.26941666666664 -9.200583333333332 -- 1.473 1.11
NGC4777 193.49392541666668 -8.775699444444445 -- 0.967 0.541
NGC4778 193.27373333333333 -9.204049722222221 -- 1.4 1.064
NGC4779 193.46192916666666 9.709919444444443 -- 1.037 0.498
NGC4780 193.52174666666667 -8.621029444444446 -- 0.797 0.621
NGC4781 193.59906291666667 -10.5371675 -- 1.847 0.96
NGC4782 193.6487416666667 -12.568588888888888 12.75 1.957 1.213
NGC4783 193.6525 -12.557833333333335 12.8 1.189 0.944
NGC4784 193.65428333333332 -10.613102777777778 -- 1.143 0.274
NGC4785 193.36392333333333 -48.749225833333334 12.09 1.633 0.751
NGC4786 193.63507458333333 -6.859407222222222 -- 1.133 0.884
NGC4787 193.522985 27.06862361111111 -- 0.603 0.217
NGC4788 193.56675041666668 27.303756111111113 -- 0.693 0.263
NGC4789 193.579185 27.068057777777778 12.1 1.44 0.691
NGC4790 193.71642208333333 -10.247852222222221 -- 1.133 0.68
NGC4791 193.68311208333333 8.053093333333335 -- 0.5 0.3
NGC4792 193.76535166666665 -12.497073055555555 15.0 0.607 0.291
NGC4793 193.66922541666665 28.938675833333335 11.93 1.443 0.751
NGC4794 193.79379166666666 -12.60843611111111 13.0 1.24 0.645
NGC4795 193.7619 8.06553388888889 -- 1.39 0.778
NGC4796 193.7695 8.066222222222223 -- 0.52 0.5
NGC4797 193.72977625 27.4127625 13.17 0.877 0.596
NGC4798 193.72977625 27.4127625 13.17 0.877 0.596
NGC4799 193.81470374999998 2.896672222222222 -- 0.993 0.318
NGC4800 193.6574225 46.531187777777774 -- 1.467 1.144
NGC4801 193.65732375 53.08999083333334 -- 0.557 0.456
NGC4802 193.95694541666666 -12.05520777777778 -- 1.507 1.175
NGC4803 193.89032125 8.2404075 -- 0.52 0.322
NGC4804 193.95694541666666 -12.05520777777778 -- 1.507 1.175
NGC4806 194.0516625 -29.502779166666667 -- 0.68 0.571
NGC4807 193.87125333333333 27.52143222222222 13.5 0.587 0.505
NGC4808 193.95391666666666 4.304094444444444 -- 1.64 0.623
NGC4809 193.71275 2.6540833333333333 -- 1.7 0.7
NGC4810 193.71449833333335 2.6378369444444445 -- 0.9 0.6
NGC4811 194.2181541666667 -41.79722472222222 -- 0.86 0.654
NGC4812 194.2194725 -41.813375 -- 1.07 0.407
NGC4813 194.15034375000002 -6.817928888888889 -- 0.837 0.469
NGC4814 193.84130625 58.3440675 -- 1.27 0.864
NGC4815 194.49916666666664 -64.96000000000001 8.6 6.7 6.7
NGC4816 194.05062833333335 27.7454925 12.84 0.887 0.763
NGC4817 194.12421583333332 27.939999722222222 -- 0.347 0.291
NGC4818 194.2037791666667 -8.525300000000001 -- 2.777 1.038
NGC4819 194.11603833333334 26.987413055555557 13.17 0.847 0.559
NGC4820 194.25236666666666 -13.719297222222222 -- 0.9 0.252
NGC4821 194.12135791666668 26.956996666666665 -- 0.45 0.324
NGC4822 194.26552625 -10.761906111111111 -- 0.7 0.518
NGC4823 194.35197875 -13.7374225 -- 0.357 0.2
NGC4824 194.14246541666668 27.53897166666667 -- 0.363 0.291
NGC4825 194.3009625 -13.664852777777778 -- 1.383 1.051
NGC4826 194.18206666666666 21.682658333333336 8.52 9.77 4.9
NGC4827 194.18132791666667 27.17879277777778 12.91 0.757 0.636
NGC4828 194.17858291666667 28.02045888888889 -- 0.457 0.429
NGC4829 194.35681291666666 -13.698711944444444 -- 0.67 0.161
NGC4830 194.36627416666664 -19.69125777777778 -- 1.293 0.828
NGC4831 194.40293499999999 -27.29211527777778 -- 1.063 0.702
NGC4832 194.44796874999997 -39.761698333333335 -- 0.983 0.787
NGC4833 194.8913333333333 -70.8765 -- 13.5 13.5
NGC4834 194.10533125 52.295856666666666 -- 0.69 0.331
NGC4835 194.53283458333334 -46.2641625 11.74 2.287 0.549
NGC4836 194.39277166666665 -12.744002499999999 -- 0.737 0.634
NGC4837 194.20135041666666 48.29694444444444 -- 1.01 0.343
NGC4838 194.48406166666666 -13.060168888888889 -- 0.917 0.715
NGC4839 194.3514845833333 27.497834166666667 12.06 2.95 1.35
NGC4840 194.386825 27.61034527777778 -- 0.483 0.425
NGC4841 194.38324166666666 28.476905555555554 -- 1.293 0.854
NGC4842 194.39938916666665 27.493246944444447 -- 0.413 0.372
NGC4843 194.50346833333333 -3.6210947222222223 -- 1.917 0.383
NGC4845 194.50517499999998 1.5755805555555555 16.31 5.5 1.23
NGC4846 194.44870125 36.37070361111111 -- 0.847 0.356
NGC4848 194.52324083333332 28.24257027777778 -- 0.787 0.299
NGC4849 194.55281374999998 26.39686222222222 -- 0.813 0.586
NGC4850 194.59097416666668 27.967784444444444 14.03 0.41 0.344
NGC4851 194.59046333333333 28.148744999999998 14.49 0.583 0.315
NGC4852 195.04583333333332 -59.60666666666667 8.9 14.8 14.8
NGC4853 194.64665791666667 27.596369444444445 13.0 0.443 0.346
NGC4854 194.69754708333335 27.674745555555557 13.83 0.507 0.395
NGC4855 194.82684166666667 -13.2311 -- 0.88 0.634
NGC4856 194.83851374999998 -15.042025555555556 -- 4.37 1.82
NGC4857 194.3265025 70.20347972222223 -- 0.45 0.288
NGC4858 194.75863249999998 28.11561888888889 15.08 0.27 0.238
NGC4859 194.7576025 26.815679444444445 -- 0.597 0.406
NGC4860 194.76627374999998 28.123701666666665 13.24 0.607 0.497
NGC4861 194.75975 34.85943888888889 12.32 3.63 1.48
NGC4862 194.87838874999997 -14.132329722222222 -- 0.373 0.276
NGC4863 194.92696541666666 -14.029640555555556 -- 0.993 0.278
NGC4864 194.80470416666665 27.976919444444444 13.872 0.48 0.442
NGC4865 194.83280708333334 28.08430222222222 13.692 0.727 0.32
NGC4866 194.86289666666664 14.171217222222221 -- 6.46 1.1
NGC4867 194.81354374999998 27.970726666666664 14.14 0.377 0.264
NGC4868 194.78701124999998 37.3104075 -- 1.043 0.96
NGC4869 194.84732833333334 27.911591944444442 13.52 0.527 0.453
NGC4870 194.82402208333332 37.048341388888886 -- 0.79 0.237
NGC4871 194.87484625 27.956435833333334 14.07 0.98 0.59
NGC4872 194.89217166666666 27.946855 14.1 0.57 0.4
NGC4873 194.8866483333333 27.9836175 14.36 0.403 0.339
NGC4874 194.89878874999997 27.959248055555555 12.71 1.33 1.197
NGC4875 194.90795541666665 27.90733333333333 14.57 0.33 0.251
NGC4876 194.93501791666665 27.912467499999998 14.18 0.397 0.301
NGC4877 195.10967749999998 -15.283419722222222 -- 1.387 0.693
NGC4878 195.0839775 -6.103910555555555 -- 0.843 0.59
NGC4879 195.10679166666668 -6.11125 -- -- --
NGC4880 195.04405375 12.483301666666668 -- 1.42 1.022
NGC4881 194.99061708333332 28.246669166666667 13.56 0.637 0.56
NGC4882 195.01853916666667 27.987585 14.294 0.6 0.55
NGC4883 194.98340499999998 28.034715555555557 14.27 0.45 0.378
NGC4884 195.0337375 27.977024999999998 11.3 1.747 1.118
NGC4885 195.14112916666667 -6.853080555555556 -- 0.377 0.309
NGC4886 195.01853916666667 27.987585 14.294 0.6 0.55
NGC4887 195.16368250000002 -14.666179722222223 -- 0.663 0.385
NGC4888 195.149275 -6.074747222222222 -- 1.06 0.403
NGC4889 195.0337375 27.977024999999998 11.3 1.747 1.118
NGC4890 195.16297541666665 -4.604550277777777 -- 0.707 0.622
NGC4891 195.22061583333334 -13.449831388888889 -- 0.9 0.702
NGC4892 195.01472458333333 26.898105277777777 -- 1.043 0.271
NGC4893 194.99837 37.19338111111111 -- 0.813 0.439
NGC4894 195.06883041666669 27.967522777777777 15.04 0.437 0.192
NGC4895 195.07470125 28.202386944444445 13.09 1.03 0.371
NGC4896 195.12820125000002 28.34637083333333 -- 0.637 0.395
NGC4897 195.22061583333334 -13.449831388888889 -- 0.9 0.702
NGC4898 195.07333333333332 27.95611111111111 -- 0.66 0.32
NGC4899 195.23595708333332 -13.944171944444445 -- 1.34 0.777
NGC4900 195.16299708333332 2.5014316666666665 -- 1.627 1.366
NGC4901 194.98508583333333 47.20556277777778 -- 0.597 0.442
NGC4902 195.24892875 -14.513544166666666 -- 1.957 1.604
NGC4903 195.34489625 -30.935023055555554 -- 0.923 0.849
NGC4904 195.24444583333334 0.027452777777777777 -- 1.01 0.889
NGC4905 195.37782125 -30.86835027777778 -- 0.8 0.512
NGC4906 195.16566791666665 27.92395638888889 14.08 0.42 0.361
NGC4907 195.20335291666666 28.158355277777776 13.81 0.73 0.628
NGC4908 195.21476166666667 28.04287388888889 13.58 0.567 0.465
NGC4909 195.50771625 -42.77144111111111 -- 0.687 0.563
NGC4910 194.50517499999998 1.5755805555555555 16.31 5.5 1.23
NGC4911 195.23359000000002 27.79087555555556 13.33 1.38 1.17
NGC4912 195.17885125 37.31524722222222 -- 1.55 0.961
NGC4914 195.17885125 37.31524722222222 -- 1.55 0.961
NGC4915 195.36761666666666 -4.5464 -- 1.07 0.899
NGC4916 195.16722083333332 37.39145277777778 -- 0.28 0.123
NGC4917 195.23154250000002 47.22208361111111 -- 0.693 0.388
NGC4918 195.46086125000002 -4.500539722222222 -- 0.483 0.222
NGC4919 195.3233191666667 27.80910138888889 -- 0.527 0.316
NGC4920 195.51729166666667 -11.378416666666666 -- 1.1 0.79
NGC4921 195.3588425 27.886008055555553 -- 2.09 1.91
NGC4922 195.355275 29.31385527777778 14.67 0.9 0.529412
NGC4923 195.38249666666667 27.847527777777778 -- 0.547 0.448
NGC4924 195.55348041666667 -14.969768055555555 -- 0.73 0.584
NGC4925 195.53078625 -7.710748888888889 -- 0.757 0.62
NGC4926 195.47387583333332 27.624451944444445 -- 0.76 0.684
NGC4927 195.4899566666667 28.005831666666666 -- 0.64 0.486
NGC4928 195.75233333333333 -8.084986111111112 -- 0.82 0.574
NGC4929 195.68497791666667 28.04533916666667 -- 0.507 0.426
NGC4930 196.02165083333333 -41.41145722222222 -- 2.597 1.402
NGC4931 195.75365250000002 28.03247777777778 -- 0.883 0.371
NGC4932 195.6571316666667 50.438402499999995 -- 0.547 0.426
NGC4933 196.0 -11.5 -- -- --
NGC4934 195.81768458333335 28.030376666666665 -- 0.763 0.183
NGC4935 195.83843666666667 14.377515833333334 -- 0.717 0.502
NGC4936 196.0712125 -30.526308333333333 12.23 1.823 1.605
NGC4938 195.73991999999998 51.318536111111115 -- 0.51 0.388
NGC4939 196.0597 -10.339527777777779 13.8 5.01 2.19
NGC4940 196.25094375 -47.236853611111115 -- 0.733 0.66
NGC4941 196.05459833333333 -5.551597777777777 12.23 3.89 2.69
NGC4942 196.07965 -7.649577222222222 -- 0.567 0.555
NGC4943 195.93726083333334 28.084238055555556 -- 0.447 0.295
NGC4944 195.95810375000002 28.18570888888889 -- 1.137 0.386
NGC4945 196.3636625 -49.4679 14.4 20.42 4.27
NGC4946 196.37240375 -43.59115694444445 -- 1.01 0.929
NGC4947 196.33416625 -35.33739888888889 11.89 1.663 0.865
NGC4948 196.2331375 -7.947711111111111 -- 1.177 0.377
NGC4949 196.07469541666666 29.029529444444442 14.97 0.537 0.29
NGC4950 196.40215625 -43.500573055555556 -- 0.493 0.454
NGC4951 196.28211625 -6.4938375 -- 1.557 0.685
NGC4952 196.2432704166667 29.12222527777778 13.01 0.883 0.618
NGC4953 196.54367083333332 -37.58574166666667 -- 0.73 0.613
NGC4954 195.58282499999999 75.4041138888889 -- 0.617 0.432
NGC4955 196.52002541666667 -29.75425111111111 -- 1.187 0.949
NGC4956 196.25394375000002 35.178041388888886 -- 0.863 0.777
NGC4957 196.30162375000003 27.569758333333333 -- 0.857 0.617
NGC4958 196.45373208333334 -8.0202775 -- 1.977 0.909
NGC4959 196.42093333333335 33.17890833333333 -- 0.483 0.464
NGC4960 196.47117958333334 27.5520825 -- 0.327 0.216
NGC4961 196.44823583333334 27.734235277777778 -- 0.643 0.463
NGC4963 196.46646333333334 41.72190138888889 -- 0.54 0.497
NGC4964 196.35366875 56.32282444444445 -- 0.73 0.423
NGC4965 196.78896000000003 -28.22827472222222 -- 0.653 0.523
NGC4966 196.57205374999998 29.06317611111111 13.48 0.853 0.461
NGC4967 196.4018041666667 53.56426833333333 -- 0.463 0.417
NGC4968 196.7749 -23.67703888888889 14.79 2.24 1.0
NGC4969 196.76458333333335 13.636944444444444 -- 0.79 0.62
NGC4970 196.8904925 -24.008523055555557 -- 1.217 0.608
NGC4971 196.729005 28.54803638888889 -- 0.527 0.474
NGC4972 195.58282499999999 75.4041138888889 -- 0.617 0.432
NGC4973 196.38399958333332 53.68514083333333 -- 0.467 0.448
NGC4974 196.52445 53.61351388888889 -- 0.513 0.257
NGC4975 196.95919708333335 -5.017496111111111 -- 0.64 0.422
NGC4976 197.15635833333332 -49.50640833333333 10.2 5.62 3.09
NGC4977 196.51853166666666 55.65603333333333 -- 0.723 0.665
NGC4978 196.96048791666666 18.415495 -- 0.85 0.442
NGC4979 196.92838166666667 24.810603611111112 -- 0.753 0.362
NGC4980 197.29200833333334 -28.64178888888889 -- 0.8 0.448
NGC4981 197.20309416666666 -6.777488055555556 -- 1.783 1.141
NGC4983 197.11371041666666 28.320510833333334 -- 0.743 0.387
NGC4984 197.23856458333333 -15.5163175 -- 1.647 1.449
NGC4985 197.0504025 41.676338333333334 -- 0.6 0.504
NGC4986 197.1018533333333 35.20644055555556 -- 0.583 0.467
NGC4987 196.9960625 51.929275277777776 -- 0.627 0.414
NGC4988 197.47661458333334 -43.10563555555556 -- 0.813 0.358
NGC4989 197.31688625 -5.396463888888889 -- 1.137 0.568
NGC4990 197.3220825 -5.272798333333333 13.82 0.513 0.452
NGC4991 197.31296666666668 2.3476583333333334 -- 0.373 0.217
NGC4992 197.27330375 11.634117777777778 -- 0.73 0.423
NGC4993 197.44871166666667 -23.38397611111111 -- 0.887 0.798
NGC4994 197.44871166666667 -23.38397611111111 -- 0.887 0.798
NGC4995 197.41932916666667 -7.833395277777777 -- 1.857 1.263
NGC4996 197.3828691666667 0.8570177777777778 -- 1.82 1.38
NGC4997 197.46541666666667 -16.515472222222222 -- 1.62 0.89
NGC4998 197.04234291666666 50.663764444444446 -- 0.87 0.78
NGC4999 197.38804125000001 1.6730502777777776 -- 1.38 1.104
NGC5000 197.447725 28.90696388888889 13.41 0.827 0.612
NGC5001 197.38791666666668 53.494166666666665 -- 0.83 0.315
NGC5002 197.65910416666665 36.63421944444445 -- 0.46 0.248
NGC5003 197.15794083333333 43.7375375 -- 0.67 0.496
NGC5004 197.75647625000002 29.63667277777778 13.15 0.787 0.519
NGC5005 197.73463333333333 37.05894166666666 13.67 5.5 2.09
NGC5006 197.94071375000001 -19.26179611111111 -- 0.997 0.738
NGC5007 197.30994375 62.17494472222222 -- 0.567 0.476
NGC5008 212.73848249999998 25.497239444444446 -- 0.633 0.608
NGC5009 197.6957875 50.091705555555556 -- 0.557 0.367
NGC5010 198.1097125 -15.797955555555555 -- 0.89 0.445
NGC5011 198.21610166666665 -43.09629027777778 11.33 1.327 1.247
NGC5012 197.90439583333333 22.915501944444443 -- 1.55 0.868
NGC5013 198.03064166666667 3.1990399999999997 -- 0.4 0.248
NGC5014 197.88017375 36.282221666666665 -- 1.14 0.342
NGC5015 198.09525958333333 -4.336545555555555 -- 1.223 0.661
NGC5016 198.02777583333332 24.09498472222222 12.558 0.943 0.736
NGC5017 198.22715666666667 -16.765795555555556 -- 0.853 0.7
NGC5018 198.254355 -19.518235833333332 -- 1.603 1.283
NGC5019 198.1766225 4.729662222222222 -- 0.513 0.493
NGC5020 198.1661375 12.599733333333335 -- 1.553 0.777
NGC5021 198.02616416666666 46.19609527777777 -- 1.043 0.522
NGC5022 198.3783425 -19.546630555555556 -- 1.587 0.317
NGC5023 198.04918166666667 44.03814666666666 -- 5.75 0.74
NGC5024 198.23020833333334 18.168166666666668 7.79 12.6 12.6
NGC5025 198.18650749999998 31.80937138888889 -- 1.177 0.306
NGC5026 198.55666291666665 -42.96132055555556 13.42 1.65 1.089
NGC5027 198.33744625 6.06128 -- 0.567 0.476
NGC5028 198.44127583333335 -13.042383055555556 -- 1.16 0.812
NGC5029 198.1566375 47.06326472222222 -- 0.963 0.674
NGC5030 198.47564958333334 -16.490944722222224 -- 1.023 0.655
NGC5031 198.51332125 -16.123069166666667 -- 1.42 0.398
NGC5032 198.36231083333334 27.80236388888889 -- 1.01 0.687
NGC5033 198.36472916666668 36.593650000000004 12.03 9.55 4.07
NGC5034 198.07922083333332 70.64931638888889 -- 0.513 0.349
NGC5035 198.70514708333332 -16.492629722222222 -- 0.997 0.698
NGC5036 198.6785033333333 -4.178535833333334 -- 0.407 0.35
NGC5037 198.7474208333333 -16.59032222222222 -- 1.903 0.571
NGC5038 198.75889583333333 -15.951711111111111 -- 1.263 0.303
NGC5039 198.685 -4.226111111111111 -- 0.55 0.19
NGC5040 198.38599375 51.25835027777778 -- 0.767 0.429
NGC5041 198.63525083333332 30.705791388888887 -- 0.59 0.496
NGC5042 198.88058666666666 -23.98241472222222 -- 1.247 0.972
NGC5043 199.02499999999998 -60.06666666666667 -- -- --
NGC5044 198.84983625 -16.38542972222222 -- 1.883 1.695
NGC5045 198.54166666666666 -63.39 -- 45.2 45.2
NGC5046 198.93797333333333 -16.326785277777777 -- 0.613 0.491
NGC5047 198.95205958333332 -16.518839444444442 -- 1.567 0.376
NGC5048 199.0349416666667 -28.410627499999997 -- 0.887 0.603
NGC5049 198.99709291666667 -16.39711861111111 -- 0.95 0.437
NGC5050 198.92385041666668 2.878992777777778 -- 0.767 0.353
NGC5051 199.08382291666666 -28.28567027777778 -- 1.11 0.511
NGC5052 198.89535458333333 29.676054444444446 13.57 0.697 0.529
NGC5053 199.112875 17.70025 9.96 9.6 9.6
NGC5054 199.24370000000002 -16.63485 -- 4.68 2.95
NGC5055 198.95530875 42.02936888888889 8.59 13.18 7.94
NGC5056 199.05129458333334 30.950456666666668 -- 0.98 0.686
NGC5057 199.11573 31.031491944444443 -- 0.503 0.463
NGC5058 199.21807916666668 12.548311111111111 -- 0.447 0.411
NGC5059 199.24356583333335 7.844469722222222 -- 0.723 0.188
NGC5060 199.3175 6.0375 -- 0.73 0.496
NGC5061 199.52105833333334 -26.83722222222222 10.41 2.0 1.72
NGC5062 199.59844833333335 -35.458690833333335 -- 0.967 0.309
NGC5063 199.60707458333334 -35.352427500000005 -- 1.39 1.14
NGC5064 199.7497779166667 -47.908657777777776 11.61 1.803 0.902
NGC5065 199.37742541666668 31.092714166666667 -- 0.73 0.511
NGC5066 199.61849916666668 -10.233794444444444 -- 0.46 0.359
NGC5068 199.7283625 -21.0391 10.01 7.24 6.46
NGC5069 199.61849916666668 -10.233794444444444 -- 0.46 0.359
NGC5070 199.823425 -12.480638888888889 -- 0.91 0.146
NGC5071 199.65495875000002 7.9355247222222225 -- 0.48 0.269
NGC5072 199.80233916666666 -12.539958055555555 -- 0.687 0.591
NGC5073 199.83609541666667 -14.844704722222223 -- 2.133 0.427
NGC5074 199.60755833333334 31.46795 -- 0.383 0.276
NGC5075 199.77603875 7.831028888888889 -- 0.427 0.333
NGC5076 199.8766658333333 -12.740800277777778 -- 0.723 0.593
NGC5077 199.88195666666667 -12.656965555555557 12.85 1.513 1.18
NGC5078 199.95838 -27.410282499999997 -- 2.87 1.515
NGC5079 199.90855416666665 -12.698961111111112 -- 0.983 0.629
NGC5080 199.8300925 8.429131111111111 -- 0.623 0.499
NGC5081 199.78432666666666 28.50691611111111 -- 1.173 0.469
NGC5082 200.16679208333335 -43.699931944444444 -- 1.23 0.763
NGC5083 199.76294083333335 39.589330833333335 -- 0.643 0.54
NGC5084 200.0705125 -21.827577777777776 12.21 12.02 2.75
NGC5085 200.07395833333334 -24.44013888888889 11.12 3.72 3.09
NGC5086 200.23133333333334 -43.73891666666667 -- 0.37 0.26
NGC5087 200.10402958333336 -20.610942222222224 12.08 1.62 1.199
NGC5088 200.08434333333332 -12.571754166666667 -- 1.177 0.471
NGC5089 199.91374166666668 30.256322222222224 -- 0.673 0.417
NGC5090 200.30351958333335 -43.70467916666667 11.51 1.11 0.866
NGC5091 200.327345 -43.72343583333333 13.35 0.723 0.42
NGC5092 199.96470583333334 22.99988111111111 -- 0.727 0.654
NGC5093 199.90755625 40.38612416666667 -- 1.013 0.486
NGC5094 200.19509583333334 -14.080584722222222 -- 0.857 0.685
