#Name Ra Dec Flux[V] maj_ax min_ax
IC4420 216.41424 25.378298 -- 0.347 0.18
IC4421 217.13049256002 -37.58369655255 -- 0.853 0.614
IC4422 216.49634886133998 30.47370876783 -- 0.437 0.376
IC4423 216.57386992457998 26.24617778692 -- 0.597 0.31
IC4425 216.68405427836998 27.18953828359 -- 0.433 0.364
IC4426 216.82120753789 16.83094645315 -- 0.523 0.408
IC4427 216.74820409831 26.86390377062 -- 0.443 0.231
IC4428 216.85644042063 16.190859755300004 -- 0.453 0.263
IC4429 216.90570444609 16.899847896239997 -- 0.547 0.448
IC4432 217.20730247017997 -39.55226587159999 -- 0.623 0.175
IC4433 216.97226068216 16.19560848688 -- 0.307 0.245
IC4434 216.9780677927 16.207241767229995 -- 0.447 0.322
IC4435 216.85099258704997 37.47142760488 -- 0.577 0.484
IC4436 216.99246813414 26.50447437552 -- 0.5 0.49
IC4438 217.14360953662 17.334574806649997 -- 0.297 0.255
IC4439 217.16687083333335 17.024841666666664 -- 0.4 0.24
IC4440 217.2468684645379 17.3206451770051 -- 0.543 0.337
IC4441 217.57513650384996 -43.56095897782 -- 0.38 0.35
IC4442 217.18865082171 28.964243748740003 -- 0.533 0.299
IC4443 217.322665 16.181427 -- 0.293 0.17
IC4444 217.91087991443 -43.4192891057 -- 1.35 1.161
IC4445 217.97749166666665 -46.035286111111105 -- 0.927 0.334
IC4446 217.25535416666665 37.46315277777778 -- 0.433 0.208
IC4447 217.32496185064 30.83219941347 -- 0.55 0.374
IC4448 220.11631335069 -78.80934890386 13.989999771118164 0.617 0.53
IC4449 217.83994452904 15.240862077930004 -- -- --
IC4450 218.05138894986 28.55679761674 -- 0.557 0.323
IC4451 218.65483466092 -36.28577492396 -- 1.147 0.986
IC4452 218.11430110583 27.42740484035 -- 0.4 0.328
IC4453 218.61940863788 -27.518548381769996 -- 1.47 0.706
IC4454 218.31951386988996 17.711804537930004 -- 0.29 0.197
IC4455 218.43183939717 -14.619663581030002 -- 0.693 0.319
IC4456 218.53823508265 16.184048102330003 -- 0.30566666 0.30566666
IC4457 218.62030485774 18.22468402941 -- 0.45 0.38
IC4458 219.52427075897 -39.50606535618 -- 0.243 0.17
IC4459 218.63421093701996 30.974637241849997 -- 0.547 0.208
IC4460 218.65223722305 30.27937420357 -- 0.287 0.241
IC4461 218.75783397780998 26.544000083580002 -- 0.427 0.316
IC4462 218.76743260827996 26.540889260110003 -- 0.313 0.257
IC4463 218.95414655366997 16.019256319789996 -- 0.34 0.286
IC4464 219.45419360778996 -36.877935525519995 -- 1.26 0.63
IC4465 218.96324792062 15.57288790092 -- 0.437 0.148
IC4466 219.20048362487998 18.343802754689996 -- 0.45 0.288
IC4468 219.61138749999998 -22.367633333333334 -- 1.387 0.444
IC4469 219.33535833333335 18.24924444444445 -- 1.26 0.151
IC4470 217.09519847493996 78.88562855824 -- 0.66 0.211
IC4471 219.133583 41.685877 -- 0.687 0.33
IC4472 220.04530304166667 -44.31461305555556 -- 1.827 0.402
IC4473 219.47519351643996 15.863661418000001 -- 0.643 0.309
IC4474 219.59292396443996 23.42874906525 -- 0.65 0.52
IC4475 219.59693315480996 23.33357363679 -- 0.567 0.487
IC4477 219.64686952678 28.45937913121 -- 0.41 0.279
IC4478 219.80288677512996 15.8773687309 -- 0.43 0.335
IC4479 219.69127086583 28.505441640669996 -- 0.54 0.454
IC4480 219.94012263143 18.49234009641 -- 0.397 0.317
IC4481 220.04213646131 16.14141575219 -- 0.49 0.35
IC4482 220.05160416666664 18.943052777777776 -- 0.323 0.285
IC4483 220.08127583234997 16.68511968521 -- 0.693 0.319
IC4484 221.93289166666665 -73.3059611111111 -- 1.88 0.263
IC4485 220.131068259 28.668854669290006 -- 0.307 0.288
IC4486 220.41994483201998 18.55721128799 -- 0.483 0.251
IC4487 220.46747451276997 18.57699529703 -- 0.66 0.51
IC4488 220.719081 18.620272 -- 0.59 0.38
IC4489 220.81642956191 18.52858943192 -- 0.42 0.35
IC4492 220.64109571133 37.452341018750005 -- 0.353 0.325
IC4493 221.08665007699997 12.13199767248 -- 0.687 0.481
IC4494 221.10641270709 15.551392421809998 -- 0.497 0.228
IC4495 221.06072718363998 23.558372573549995 -- 0.357 0.228
IC4496 220.97739866763996 33.40654163243 -- 0.557 0.412
IC4497 221.086775 28.55078333333333 -- 0.337 0.303
IC4498 221.25330324486998 26.301105614479997 -- 0.427 0.35
IC4499 225.07737500000002 -82.21377777777779 8.5600004196167 10.2 10.2
IC4500 221.14860416666664 37.48245277777778 -- 0.55 0.43
IC4501 221.85610833333334 -22.40604444444444 -- 0.593 0.332
IC4503 221.6645634614 16.14644254104 -- 0.493 0.385
IC4504 221.6540797209556 31.6991776145144 -- 0.51 0.286
IC4505 221.63904206186996 33.40859918679 -- 0.637 0.535
IC4506 221.66640838203 33.4012241986 -- 0.317 0.298
IC4507 221.92566663495998 18.45570333635 -- 0.407 0.244
IC4508 221.964184 31.768292 -- 0.68 0.46
IC4509 222.1129916666667 31.791724999999996 -- 0.583 0.21
IC4514 222.73096218351 27.578543259590003 16.979999542236328 0.503 0.272
IC4515 222.77780921891997 37.49479638425 -- 0.423 0.296
IC4516 223.59779583333335 16.35521111111111 14.220000267028809 0.783 0.595
IC4517 223.64614123222998 23.643231043279997 -- 0.583 0.257
IC4518 224.43999999999997 -43.132777777777775 -- 2.19 0.42
IC4519 223.68554363272 37.41268499505001 -- 0.577 0.369
IC4520 223.77922204636 33.724442425460005 -- 0.387 0.271
IC4521 224.86437318642 25.58406373566 -- 0.417 0.317
IC4522 227.87071272751996 -75.85994598047 -- 1.263 0.455
IC4523 226.29388415640997 -43.509551000609996 -- 1.02 0.632
IC4524 225.52650815395 25.601477979740004 -- 0.63 0.47
IC4525 225.60356816434998 25.63846747081 -- 0.337 0.31
IC4526 225.65918307002 23.350423958029996 -- 0.42 0.36
IC4527 226.42095193729998 -42.44955534801 -- 1.233 0.493
IC4528 225.13607916666666 49.17440833333333 -- 0.64 0.154
IC4529 226.60825 -43.23264000000001 -- 0.912 0.812
IC4530 225.93872674324 26.10086367856 -- 0.867 0.208
IC4531 226.1101514112 23.414947111 -- 0.4 0.312
IC4533 226.12641883295 27.792858586919998 -- 0.647 0.323
IC4534 226.67403459367 23.641905446290004 -- 0.91 0.491
IC4535 227.17336103462 37.57033444276 -- 0.427 0.162
IC4536 228.32180999999997 -18.13728 -- 1.86 1.35
IC4537 229.38519427297 2.04738737476 -- 0.357 0.235
IC4538 230.29824362937 -23.65840755355 -- 1.26 1.033
IC4539 229.62980077981 32.39285194221999 -- 0.35 0.287
IC4541 232.48160000000001 -70.58498333333333 -- 1.613 0.452
IC4542 230.52247652464 33.148594751820006 -- 0.603 0.398
IC4544 232.346585 -50.583534 -- -- --
IC4545 235.36573999999996 -81.62596 -- 0.997 0.319
IC4546 231.74334271161 28.85261228711 15.539999961853027 0.43 0.37
IC4547 231.81278528904 28.788990848179996 -- 0.45 0.333
IC4549 232.3122416666667 32.825175 -- 0.63 0.227
IC4551 234.40087641979 5.973989072769999 11.819999694824219 3.8 2.88
IC4553 233.73843316666665 23.50322455555555 13.880000114440918 1.29 0.87
IC4554 233.77013509013 23.479283262839996 -- 0.313 0.263
IC4555 237.061875 -78.17885555555556 -- 1.183 0.284
IC4556 233.8435316402 25.29713285351 -- 0.59 0.496
IC4557 233.65385257445 39.72885564692 -- 0.387 0.263
IC4558 233.94246997581996 25.345886065569996 -- 0.34 0.231
IC4559 233.97299216237 25.341133756380003 -- 0.47 0.357
IC4561 234.19609312988996 25.416791771560003 -- 0.55 0.352
IC4562 233.98751183080998 43.49324202856 -- 0.8 0.72
IC4563 234.01533 39.83152 -- 0.78 0.45
IC4564 234.11273382365002 43.51874178942 -- 0.84 0.386
IC4565 234.14671249999998 43.42574722222222 -- 0.553 0.255
IC4566 234.17566095607998 43.53931271302 -- 0.853 0.631
IC4567 234.3054666666667 43.298449999999995 -- 0.747 0.582
IC4568 235.03207495950994 28.15228685441 -- 0.537 0.247
IC4569 235.2015703264 28.29209280125 -- 0.49 0.412
IC4570 235.34411001776 28.229729865429995 -- 0.463 0.297
IC4571 237.214525 -67.32344166666665 -- 1.277 0.434
IC4572 235.47581731033995 28.13399739712 -- 0.75 0.435
IC4573 235.5511625 23.800144444444445 -- 0.4 0.232
IC4574 235.49685916868998 28.240360146220002 -- 0.243 0.151
IC4575 235.58185655378998 23.8076533037 -- 0.443 0.293
IC4576 235.64791998512 23.67006611005 -- 0.547 0.459
IC4577 235.68983805833 23.79263705487 -- 0.397 0.349
IC4578 238.29419897813997 -74.82521396406 -- 1.037 0.394
IC4579 235.71463922869998 23.773182513870005 -- 0.413 0.289
IC4580 235.80935048754003 28.356817046849997 -- 0.587 0.235
IC4581 236.00631790128 28.277042892140003 -- 0.5 0.23
IC4582 236.41421666666668 28.088713888888886 -- 0.86 0.258
IC4583 236.59140905026004 23.809018520400006 -- 0.84 0.252
IC4584 240.05097547173 -66.3833339103 -- 1.247 0.823
IC4585 240.07206666666661 -66.32192222222221 -- 1.143 0.64
IC4586 238.98920585175998 5.93197931357 -- 0.8 0.736
IC4587 239.96505895732997 25.94064403586 -- 0.383 0.36
IC4588 241.23611871335999 23.93267299122 -- 1.143 0.732
IC4590 242.08811749999995 28.478675833333337 14.899999618530273 0.393 0.33
IC4591 243.0 -27.9 -- -- --
IC4592 243.24999999999997 -19.3 -- -- --
IC4593 242.93561644285 12.07139760794 10.84000015258789 0.20966166 0.20858167
IC4594 242.825 23.666666666666668 -- -- --
IC4595 245.18516666666662 -70.14260000000002 -- 3.24 0.58
IC4596 244.01497993438 -22.62532811582 -- 1.033 0.331
IC4597 244.41544271527 -34.36594118286 -- 1.04 0.853
IC4598 244.5554791666667 -31.44286388888889 -- 0.763 0.275
IC4599 244.84670336596002 -42.26019692047 12.699999809265137 0.47 0.226
IC4600 244.02237889580994 -22.7833636659 -- 0.53 0.435
IC4601 245.1083333333333 -20.16 -- -- --
IC4602 245.91185087501998 11.78627487118 -- 0.793 0.27
IC4603 246.5 -24.4 -- -- --
IC4604 246.5 -23.4 -- -- --
IC4605 247.75 -25.1 -- -- --
IC4606 247.25 -26.6 -- -- --
IC4607 247.56612316416 24.57434430452 -- 0.563 0.327
IC4608 251.72543065860998 -77.48856451307 -- 0.603 0.374
IC4609 248.25674704769997 22.797399771060004 -- 0.59 0.555
IC4610 248.41317341941996 39.25761082148 -- 0.333 0.167
IC4611 248.42641189160997 39.185132355 -- 0.313 0.244
IC4612 248.45675503117997 39.26318991686 -- 0.467 0.42
IC4613 249.31859035399998 35.97904209690001 -- 0.34 0.177
IC4614 249.44659130048 36.1149810701 -- 0.437 0.393
IC4615 249.47464031982997 36.073040487300005 -- 0.8 0.528
IC4616 249.49948277923 35.99552537365 -- 0.58 0.302
IC4617 250.53362037854998 36.68408908330001 -- 0.527 0.221
IC4618 254.45826666666665 -76.99302777777777 -- 1.203 0.77
IC4619 251.04638752936998 17.75919647189 -- 0.407 0.333
IC4620 252.125 19.305377777777775 -- 0.443 0.257
IC4621 252.71324173873 8.78376502606 -- 0.45 0.342
IC4623 252.772233 22.527416 -- 0.55 0.286
IC4624 252.88666666666674 17.450277777777778 -- -- --
IC4625 253.2454 2.4009000000000005 13.369999885559082 1.103 0.618
IC4627 253.53649765069 -7.635272735180001 -- 0.59 0.33
IC4628 254.22778923821997 -40.512345194009995 7.099999904632568 -- --
IC4630 253.78991625321999 26.662928310900003 -- 0.437 0.341
IC4633 258.44673468369996 -77.53613455554 -- 1.853 1.149
IC4634 255.38992365620996 -21.82583764331 11.300000190734863 0.121 0.118145
IC4635 258.91341526848 -77.48965979612 -- 1.657 0.497
IC4637 256.29362499999996 -40.885472222222226 9.199999809265137 0.31 0.31
IC4638 255.30707258198998 33.51319514210001 15.539999961853027 0.39 0.312
IC4639 255.72811846948 22.93003429283 -- 0.393 0.362
IC4640 260.99236440123 -80.06412582359 -- 0.46 0.414
IC4641 261.0427875 -80.1474 -- 0.453 0.345
IC4642 257.93835218711 -55.40046213942999 13.0 0.277 0.277
IC4643 257.13643691731 42.33912777318 -- 0.923 0.536
IC4644 261.1535333333333 -73.94011666666667 -- 0.71 0.213
IC4645 258.679625 43.10415 -- 0.257 0.21
IC4646 260.97152277362 -59.99943090555001 -- 1.167 0.957
IC4647 261.51553528407 -80.19513451232 -- 0.75 0.36
IC4651 261.212 -49.917 -- 27.6 27.6
IC4652 261.6113583333333 -59.72783888888889 -- 0.687 0.343
IC4653 261.77886861981 -60.8789316287 -- 1.017 0.569
IC4654 264.28244827687 -74.38140843639 -- 1.267 0.811
IC4656 264.43277609381994 -63.72971732646 -- 1.31 0.445
IC4658 264.065 -59.54472222222222 -- 0.48 0.26
IC4660 260.43881880521997 75.84874225729 -- 0.73 0.219
IC4661 267.7613208333333 -74.03237777777777 -- 0.69 0.593
IC4662 266.78830000000005 -64.63868055555557 11.100000381469727 1.183 1.136
IC4663 266.36928961717 -44.90499642995999 -- 0.26115835 0.25882834
IC4664 267.24424255121994 -63.25456469421 -- 0.96 0.538
IC4665 266.5539999999999 5.615 -- 60.7 60.7
IC4666 266.45249999999993 55.761944444444445 -- -- --
IC4667 266.5704166666667 55.882777777777775 -- -- --
IC4668 266.7258333333333 57.40333333333333 -- -- --
IC4669 266.80401886584 61.43425477769001 -- 0.427 0.222
IC4670 268.7792958333333 -21.744455555555557 13.279999732971191 0.1 0.094835
IC4672 270.56134166666664 -62.832499999999996 -- 0.387 0.193
IC4673 270.82691080221 -27.106309879119998 13.5 0.247 0.247
IC4674 272.05444166666666 -62.39551944444444 -- 0.443 0.284
IC4676 270.72072663876 11.823182425719999 -- 0.313 0.188
IC4677 269.56583333333333 66.63305555555554 -- 1.202 0.776
IC4678 271.63958333333323 -23.95444444444444 -- -- --
IC4679 272.85219984657 -56.25443224567 -- 0.423 0.347
IC4680 273.37348205448995 -64.47667612533 -- 1.107 0.443
IC4681 272.0 -23.5 -- -- --
IC4682 274.1069041666666 -71.58132777777777 -- 1.157 0.717
IC4684 272.25 -23.5 -- -- --
IC4685 272.32295833333336 -23.987249999999996 -- -- --
IC4686 273.41158789628 -57.73258510637 -- 0.343 0.227
IC4687 273.41595416666667 -57.72534722222222 14.300000190734863 0.76 0.395
IC4688 272.04947740219 11.71222140608 -- 0.687 0.632
IC4689 273.4180583333333 -57.74840277777778 -- 0.597 0.298
IC4691 272.18996131781 11.829267829599997 -- 0.643 0.502
IC4692 273.7081291666667 -58.69376388888889 -- 0.91 0.382
IC4694 273.8632849 -58.2080165 -- 2.75 0.78
IC4696 275.0748367939 -64.7341441394994 -- 1.18 0.472
IC4697 273.1120625 25.427047222222217 -- 0.88 0.387
IC4698 275.24951250000004 -63.34794166666667 -- 0.717 0.186
IC4699 274.63352090400997 -45.98381533833 12.710000038146973 0.083 0.083
IC4701 274.25 -16.8 -- -- --
IC4702 275.76591317281 -59.23890038038001 -- 1.057 0.74
IC4704 276.97330253912 -71.60995639968 -- 1.23 1.082
IC4705 277.04301785368 -71.69396375766 -- 0.94 0.602
IC4708 273.44263996145 61.15729141444 -- 0.327 0.255
IC4709 276.08076051546 -56.36908601389 -- 0.823 0.313
IC4710 277.1582041666666 -66.98227777777778 -- 3.39 2.75
IC4712 277.77858682431 -71.69371157548 -- 1.35 0.702
IC4713 277.49719087333995 -67.22442629476 14.039999961853027 0.723 0.521
IC4714 277.7321791666667 -66.65171666666667 -- 0.72 0.173
IC4716 278.1876208333333 -56.961933333333334 -- 0.32 0.154
IC4717 278.3217241237 -57.97567087785 13.430000305175781 1.343 0.349
IC4718 278.45919958134994 -60.12917693375 13.140000343322754 0.77 0.37
IC4719 278.29800620522 -56.73238304841 13.979999542236328 0.817 0.555
IC4720 278.3854 -58.40536 -- 2.95 0.98
IC4721 278.60278280855 -58.49657294336001 11.630000114440918 5.62 1.58
IC4722 278.63128405897993 -57.79275927663 -- 1.147 0.596
IC4723 278.98453895236 -63.37680806835001 -- 0.463 0.454
IC4724 279.66833759669 -70.12556204742 -- 0.583 0.303
IC4726 279.24517049144 -62.85425651647 -- 0.76 0.578
IC4727 279.48334008829 -62.70069323287999 -- 0.893 0.822
IC4728 279.48735814769 -62.53093253782 -- 1.65 0.66
IC4729 279.98529915154 -67.42571902709 -- 0.953 0.763
IC4730 279.70903753251 -63.349910606669994 -- 0.9 0.396
IC4731 279.67898337795 -62.94308085925999 -- 1.173 0.61
IC4732 278.47764195053 -22.644828518120004 -- 0.030303 0.028424667
IC4734 279.60701933521 -57.49029950031 -- 0.693 0.527
IC4735 279.95783466788 -62.95609238966 -- 0.573 0.413
IC4736 279.66595416666667 -57.893252777777775 -- 0.42 0.336
IC4737 279.9932919191198 -62.5980441596525 -- 0.677 0.501
IC4738 280.11224586257 -61.90233415858 -- 0.617 0.407
IC4739 280.21228232401 -61.90157519552 -- 0.527 0.305
IC4740 280.7521436668 -68.35999748958 -- 0.43 0.344
IC4741 280.43095514479 -63.94815209384 -- 1.12 0.739
IC4742 280.46915673295 -63.86204204583 -- 1.733 1.075
IC4743 280.37148111553 -61.77221054654 -- 0.71 0.398
IC4744 280.47874722331 -63.22392937681 -- 0.443 0.266
IC4745 280.64979862552 -64.94292814502 -- 1.373 0.549
IC4746 281.4770833333333 -72.66805555555555 -- 0.66 0.66
IC4747 281.48880903461 -72.62994819635 -- 0.687 0.192
IC4748 280.69156053971994 -64.07268163224 -- 0.59 0.578
IC4749 280.70621567066 -63.20839918562 -- 0.71 0.696
IC4750 280.76098822299 -62.97143928816 -- 0.79 0.363
IC4751 280.83068560137997 -62.11223438307001 -- 0.797 0.478
IC4752 280.94470951915 -64.08206783337 -- 0.38 0.35
IC4753 280.88594407018 -62.10794656097 -- 0.617 0.493
IC4754 281.0010666666667 -61.990208333333335 -- 0.82 0.705
IC4755 281.2547 -63.692286111111116 -- 1.043 0.271
IC4756 279.649 5.435 -- 64.1 64.1
IC4757 280.98215236376996 -57.16768535778 -- 0.973 0.409
IC4758 281.57632474233 -65.75666372885 -- 0.77 0.57
IC4759 281.4266666666667 -63.08638888888889 -- 0.91 0.56
IC4760 281.44150539096995 -62.95812287365 -- 0.517 0.465
IC4761 280.9815913252 -52.85301676706 -- 0.547 0.525
IC4763 278.37724591169 67.13729673673 -- 0.39 0.296
IC4764 281.78158627425 -63.48463943502 -- 0.823 0.313
IC4765 281.82562500000006 -63.331149999999994 11.359999656677246 1.78 1.104
IC4766 281.89898813084 -63.29224917557 13.420000076293945 0.87 0.331
IC4767 281.92363786625 -63.405636616299994 12.960000038146973 1.143 0.366
IC4769 281.93354463229 -63.15695975690999 -- 0.777 0.373
IC4770 282.04316734345 -63.38353578704001 13.149999618530273 0.4 0.304
IC4771 282.09927005437 -63.247740097350004 -- 0.507 0.314
IC4772 279.98539296368 40.026402126680004 -- 0.367 0.352
IC4773 282.83658 -69.92581 -- 1.45 0.74
IC4774 282.04400054669 -57.935708419419996 -- 0.63 0.466
IC4775 282.1095583333333 -57.18373055555555 -- 0.68 0.204
IC4776 281.46127083333334 -33.34281111111112 10.619999885559082 0.117 0.117
IC4777 282.04708007453996 -53.147662044739995 14.630000114440918 0.567 0.317
IC4778 282.50143333333335 -61.719544444444445 -- 0.743 0.55
IC4779 282.62682001155 -63.01289516738999 -- 0.457 0.402
IC4780 282.48395626469 -59.25291780311 -- 0.583 0.327
IC4781 282.90683268206 -62.79262004419999 -- 0.62 0.422
IC4782 282.72897605236 -55.49103623157001 -- 0.317 0.127
IC4783 282.8891 -58.813122222222226 -- 0.347 0.243
IC4784 283.20001299796 -63.25961288433 -- 0.873 0.786
IC4785 283.23012852084 -59.25538748742 -- 1.32 0.634
IC4786 283.18578140083 -56.69468383516 -- 0.523 0.167
IC4787 284.01942 -68.68235 -- 1.12 1.0
IC4788 283.67102083333333 -63.452358333333336 -- 0.58 0.116
IC4789 284.0770583333333 -68.56700833333333 -- 0.563 0.248
IC4790 284.13409689256 -64.92885613393 -- 0.91 0.564
IC4792 283.92491999999993 -56.40417 -- 1.26 0.3
IC4793 284.23156692737 -61.399761760580006 -- 0.727 0.305
IC4794 284.2900691119 -62.09094307909001 -- 0.75 0.465
IC4795 284.3171 -61.6103 -- 1.12 0.26
IC4796 284.11612265903 -54.21402121645 -- 1.05 0.714
IC4797 284.12356666666665 -54.305844444444446 11.270000457763672 1.597 0.894
IC4798 284.58708113922 -62.11840363475 -- 1.407 0.816
IC4799 284.73567505552 -63.93100488526 -- 1.233 0.518
IC4800 284.68143172601 -63.139200251940004 -- 1.3 0.65
IC4801 284.909848609 -64.67513236666 -- 1.127 0.744
IC4803 285.19958333333335 -62.062777777777775 -- 1.32 0.45
IC4804 285.28069074070993 -61.833309345150006 -- 0.427 0.316
IC4805 285.50593600604 -63.04776963102 -- 1.073 0.258
IC4806 285.3777965179 -57.532033376619985 13.670000076293945 1.583 0.443
IC4807 285.57356058988 -56.931162525190004 -- 0.623 0.474
IC4808 285.28176699612 -45.3137884949 -- 1.293 0.569
IC4809 286.02197291388 -62.19411110282 -- 0.583 0.338
IC4810 285.7487791666667 -56.15973611111111 14.4399995803833 1.197 0.215
IC4811 286.43610340225 -67.13377901455 -- 0.307 0.251
IC4812 285.26499999999993 -37.06055555555555 -- -- --
IC4813 286.4232583333333 -66.52250833333332 12.569999694824219 1.45 1.07
IC4814 286.24527083333334 -58.57929166666667 -- 0.59 0.283
IC4815 286.7109237973 -61.70145552249 -- 0.637 0.446
IC4816 285.4606510382 -13.161629490720001 -- -- --
IC4817 286.55146171746 -56.15948791547 -- 0.597 0.239
IC4818 286.51257877627 -55.13683417369 -- 0.797 0.239
IC4819 286.78042 -59.46694 -- 2.95 0.4
IC4820 287.3064875 -63.46549166666667 9.199999809265137 0.2 0.18
IC4821 287.3833916666666 -55.01730277777778 -- 0.997 0.419
IC4822 288.68988323229996 -72.44110431831 -- 0.497 0.258
IC4823 288.0608333333333 -63.97972222222222 16.299999237060547 1.071 0.707
IC4824 288.30862 -62.08828 -- 2.57 0.93
IC4825 289.3150238610999 -72.74875282854 -- 0.283 0.261
IC4826 288.08834153932 -57.20235272806 -- 0.51 0.326
IC4827 288.33840784953 -60.86009405312 -- 2.337 0.467
IC4828 288.41964583333333 -62.08260555555557 -- 0.53 0.297
IC4829 288.1403208333333 -56.540194444444445 -- 0.663 0.239
IC4830 288.45229336155 -59.29436443944001 -- 1.26 0.958
IC4831 288.68260465753997 -62.272596707699996 -- 1.637 0.589
IC4832 288.51622201745 -56.61072341564 13.130000114440918 1.653 0.463
IC4833 288.9213038572 -62.33002849156999 -- 0.397 0.373
IC4834 289.13040844191 -64.00617378411 -- 0.793 0.397
IC4835 288.8644708333333 -58.23804444444444 -- 0.55 0.352
IC4836 289.07493231691 -60.20042632783 12.649999618530273 0.88 0.827
IC4837 288.81 -54.662499999999994 12.229999542236328 2.29 1.29
IC4838 289.19209545657 -61.61447920049 13.9399995803833 0.74 0.4
IC4839 288.89214625126 -54.626767409109995 13.65999984741211 1.227 0.736
IC4840 288.96536249999997 -56.209066666666665 14.0 0.793 0.413
IC4841 290.17826208379995 -72.22674550455 -- 0.48 0.384
IC4842 289.85197044658 -60.644253936620004 12.289999961853027 1.227 0.662
IC4843 289.8403333333333 -59.30876944444443 -- 0.46 0.184
IC4844 289.7611582753 -56.0271656712 -- 0.73 0.482
IC4845 290.09361403457 -60.38917628615 11.569999694824219 1.207 0.893
IC4846 289.1176110404 -9.043521430720002 -- 0.0524635 0.052059665
IC4847 290.8829286944493 -65.5066130104294 -- 0.457 0.365
IC4848 290.7273541666667 -56.78082777777777 -- 0.357 0.25
IC4849 291.39993333333337 -62.932725000000005 -- 0.683 0.355
IC4850 290.10125 -0.13527777777777777 20.40999984741211 -- --
IC4851 291.37278848211 -57.67036422758 -- 1.28 0.461
IC4852 291.60572183872 -60.33603298735001 12.430000305175781 0.75 0.645
IC4853 292.69702083333334 -71.07003888888889 -- 0.577 0.196
IC4854 291.83828386621 -59.31522888126 -- 0.757 0.711
IC4856 291.8772 -54.90852 -- 1.26 0.6
IC4857 292.16342566032 -58.76792129692 -- 0.687 0.536
IC4859 292.6943375 -66.31476666666666 -- 0.85 0.391
IC4860 292.8646992878 -67.36917787174 -- 0.46 0.359
IC4861 292.3197333333333 -57.57492777777777 -- 0.723 0.188
IC4862 292.91870352342 -67.32291674218 -- 0.84 0.386
IC4864 295.02537745981 -77.55813920439 -- 1.36 0.354
IC4866 293.6447335179 -61.145831634880004 -- 0.913 0.621
IC4867 291.63331617677 50.12528898956 -- 0.957 0.402
IC4869 294.00970416666667 -61.027836111111114 -- 0.453 0.272
IC4870 294.40666471417 -65.81185263349 14.630000114440918 0.473 0.284
IC4871 293.9259333333333 -57.51924999999999 -- 1.73 0.242
IC4874 294.08969993677 -47.26591891071 -- 0.53 0.424
IC4875 294.4101541666667 -52.07576944444445 -- 0.357 0.178
IC4876 294.42807556241 -52.84284011384 -- 0.533 0.459
IC4877 294.48281315505 -51.99139076845 -- 0.607 0.218
IC4878 294.70862 -58.22644 -- 1.38 0.416
IC4879 294.90180932378 -52.3687450731 -- 0.69 0.29
IC4880 295.12868429067 -56.41012143769 -- 1.25 0.375
IC4881 295.1084007096799 -55.857790757320004 -- 0.68 0.435
IC4882 295.09702884276993 -55.1969687782 -- 0.607 0.51
IC4883 295.50240171373 -55.54542993223999 -- 1.113 0.379
IC4884 295.67128967003 -58.1284788384 -- 0.973 0.311
IC4885 295.9667958333332 -60.6517361111111 -- 1.003 0.261
IC4886 295.81077047542 -51.80731691198 -- 0.717 0.401
IC4887 297.089325 -69.58725 -- 0.62 0.409
IC4888 296.21779812078 -54.45665169385 -- 0.507 0.446
IC4889 296.31319999999994 -54.344141666666665 11.079999923706055 1.59 1.272
IC4890 296.39774985238 -56.54552522633 -- 0.507 0.426
IC4892 297.38152916666667 -70.22743888888888 14.979999542236328 1.097 0.263
IC4893 297.6390375 -72.50996388888889 -- 0.3 0.27
IC4894 296.74665543614 -51.846447119859995 -- 0.54 0.27
IC4895 296.2341625 -14.797580555555559 8.100000381469727 13.8 12.88
IC4896 297.27046745887 -58.98149924852 -- 0.517 0.331
IC4897 297.33213931103 -51.86802432966999 -- 0.467 0.299
IC4899 298.6108083333333 -70.5915 -- 0.54 0.335
IC4900 297.59209932281 -51.34582882027 -- 0.447 0.152
IC4901 298.59816761944 -58.71360829052 -- 3.89 2.69
IC4902 298.60048575733 -56.37904730266 -- 0.453 0.209
IC4903 299.55608587384 -70.45341889153 -- 0.49 0.225
IC4904 299.66159166666665 -70.18418055555556 -- 0.267 0.208
IC4905 299.02421713924 -61.22103009315 -- 0.463 0.195
IC4906 299.19804462962 -60.46797842290001 -- 1.113 0.668
IC4907 299.054475 -52.45398333333333 -- 0.203 0.11
IC4908 299.23616155608 -55.79171162538 -- 0.513 0.462
IC4909 299.18994166666664 -50.055747222222216 -- 0.567 0.295
IC4910 299.44570833333336 -56.863194444444446 -- 0.307 0.251
IC4911 299.42418088276 -51.9864014406 -- 0.297 0.214
IC4912 301.70704 -77.3575 -- 1.07 0.5
IC4913 299.19851019004 -37.32836053086999 -- 0.893 0.643
IC4914 299.4855958333333 -50.13160277777778 -- 0.29 0.157
IC4915 299.63306369607 -52.64219169079001 -- 0.617 0.432
IC4916 299.580107347685 -50.2722659688212 -- 0.41 0.312
IC4917 299.72833729651 -52.27323980042 -- 0.45 0.432
IC4918 299.80488072611 -52.27510490043 -- 0.197 0.189
IC4919 300.03769 -55.37339 -- 1.38 0.85
IC4920 300.0366208333333 -53.38373888888889 -- 0.217 0.165
IC4921 300.83164991861 -67.82680207655 -- 0.473 0.237
IC4923 300.23904744881 -52.63168634894999 -- 0.633 0.583
IC4925 300.29122711854 -52.86589549349 -- 0.587 0.153
